,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
V11,NA,NA,118.6178407,NA,NA,83.32386808,NA,NA,55.58390531,NA,NA,78.93858029,NA,NA,160.103835,NA,NA,110.4168939,NA,NA,97.59107386,NA,NA,60.73381485,NA,NA,55.01895052,NA,NA,73.90341335,NA,NA,114.9282366,NA,NA,93.31377984,NA,NA,99.52354288,NA,NA,95.73234827,NA,NA,150.4990723,NA,NA,132.0432264,NA,NA,126.9089517,NA,NA,128.2131243,NA,NA,118.4227802,NA,NA,131.1013605,NA,NA,76.79113518,NA,NA,155.0401367,NA,NA,69.28643067,NA,NA,150.2016516,NA,NA,156.9285396,NA,NA,140.6670843,NA,NA,103.2857773,NA,NA,119.5960273,NA,NA,105.3113762,NA,NA,91.48939598,NA,NA,114.7435403,NA,NA,94.16181462,NA,NA,109.5940642,NA,NA,133.638133,NA,NA,117.1251738,NA,NA,189.8767227,NA,NA,116.6802232,NA,NA,105.8935986,NA,NA,156.4771266,NA,NA,143.1249691,NA,NA,113.507544,NA,NA,41.68197201,NA,NA,163.0412097,NA,NA,163.4259842,NA,NA,137.0086628,NA,NA,146.6637898,NA,NA,163.3641832,NA,NA,110.5300076
V12,NA,NA,95.84167026,NA,NA,49.5961818,NA,NA,140.2174557,NA,NA,106.630021,NA,NA,93.53653463,NA,NA,128.6007934,NA,NA,83.55098942,NA,NA,125.3440702,NA,NA,83.31122694,NA,NA,119.785852,NA,NA,98.98807611,NA,NA,120.4228836,NA,NA,84.69187593,NA,NA,105.0516242,NA,NA,23.81597153,NA,NA,104.2360793,NA,NA,122.0004258,NA,NA,30.21950022,NA,NA,133.4182455,NA,NA,98.83357777,NA,NA,85.68069445,NA,NA,99.06517016,NA,NA,120.4142018,NA,NA,150.0069745,NA,NA,127.8317524,NA,NA,74.82066392,NA,NA,240.5825916,NA,NA,128.2603393,NA,NA,90.32441514,NA,NA,76.03441159,NA,NA,111.5802106,NA,NA,241.2630911,NA,NA,158.6870591,NA,NA,124.3674923,NA,NA,79.93060861,NA,NA,119.3501283,NA,NA,122.0906167,NA,NA,169.5985618,NA,NA,175.54993,NA,NA,162.584677,NA,NA,129.8317406,NA,NA,135.2379384,NA,NA,137.427331,NA,NA,187.5960293,NA,NA,117.6081558,NA,NA,122.5422822,NA,NA,165.157687,NA,NA,186.7930131
V13,NA,NA,107.9612602,NA,NA,42.23257692,NA,NA,205.1089286,NA,NA,99.80841083,NA,NA,80.95635641,NA,NA,111.2526752,NA,NA,90.94574412,NA,NA,5.621507342,NA,NA,98.4769068,NA,NA,117.2677559,NA,NA,82.26631707,NA,NA,65.53899454,NA,NA,89.5828894,NA,NA,131.3332957,NA,NA,61.1171601,NA,NA,90.3933949,NA,NA,0.963105562,NA,NA,6.631490654,NA,NA,145.6125074,NA,NA,198.0009436,NA,NA,95.75630283,NA,NA,107.678224,NA,NA,151.2000953,NA,NA,164.2878316,NA,NA,81.39889344,NA,NA,191.5652796,NA,NA,85.59127875,NA,NA,100.4854646,NA,NA,91.31634413,NA,NA,153.402492,NA,NA,119.6769635,NA,NA,89.36153668,NA,NA,150.6368509,NA,NA,164.9639383,NA,NA,19.97966257,NA,NA,150.8867367,NA,NA,130.2541162,NA,NA,158.5622508,NA,NA,139.6719502,NA,NA,115.5557001,NA,NA,124.5434302,NA,NA,213.0784765,NA,NA,93.53498978,NA,NA,131.7015434,NA,NA,202.0825916,NA,NA,124.8119233,NA,NA,79.5693283,NA,NA,160.7668121
V14,NA,NA,85.67679859,NA,NA,47.13411269,NA,NA,139.670341,NA,NA,85.14654565,NA,NA,83.30142408,NA,NA,134.3073948,NA,NA,104.2942538,NA,NA,186.8984096,NA,NA,39.52438668,NA,NA,67.66169673,NA,NA,115.4918556,NA,NA,115.5359164,NA,NA,100.45599,NA,NA,149.4864498,NA,NA,86.89654728,NA,NA,109.5026309,NA,NA,76.6845017,NA,NA,103.5312447,NA,NA,139.5432287,NA,NA,96.54971211,NA,NA,96.26173637,NA,NA,99.2721403,NA,NA,148.373168,NA,NA,66.12664359,NA,NA,109.650118,NA,NA,50.32867202,NA,NA,170.533209,NA,NA,119.8872895,NA,NA,176.1372936,NA,NA,89.73244715,NA,NA,143.2836387,NA,NA,125.6052456,NA,NA,131.7572478,NA,NA,160.9480502,NA,NA,213.5043711,NA,NA,245.5411375,NA,NA,174.2064704,NA,NA,71.3599287,NA,NA,183.8035875,NA,NA,131.0096053,NA,NA,222.122652,NA,NA,75.54002003,NA,NA,158.4059077,NA,NA,111.4544005,NA,NA,252.0452242,NA,NA,162.8346138,NA,NA,144.1446543,NA,NA,184.0071049
V15,NA,NA,116.3397716,NA,NA,69.83653262,NA,NA,21.67380729,NA,NA,97.83928812,NA,NA,154.2855304,NA,NA,51.20748907,NA,NA,82.01487222,NA,NA,160.0830116,NA,NA,191.4614672,NA,NA,114.3999654,NA,NA,173.5717842,NA,NA,114.6863717,NA,NA,96.6526004,NA,NA,88.02397991,NA,NA,24.56448976,NA,NA,88.5279414,NA,NA,55.65911054,NA,NA,92.78420623,NA,NA,106.2968652,NA,NA,143.7165584,NA,NA,214.8394109,NA,NA,83.48955522,NA,NA,72.41547168,NA,NA,89.18985863,NA,NA,88.94555117,NA,NA,95.98595334,NA,NA,105.0432689,NA,NA,101.5316279,NA,NA,39.35057342,NA,NA,152.4312309,NA,NA,137.2201147,NA,NA,153.4419797,NA,NA,127.2221635,NA,NA,156.6882592,NA,NA,140.7462741,NA,NA,248.305432,NA,NA,126.3208615,NA,NA,112.1590334,NA,NA,151.9490632,NA,NA,141.1725346,NA,NA,171.838088,NA,NA,118.6136427,NA,NA,131.1713291,NA,NA,84.71763981,NA,NA,55.00955976,NA,NA,113.9731787,NA,NA,145.8196943,NA,NA,119.0295908
V16,NA,NA,73.29361141,NA,NA,67.92873738,NA,NA,180.1971482,NA,NA,103.3107984,NA,NA,61.86214701,NA,NA,121.9169225,NA,NA,108.6603462,NA,NA,138.9417855,NA,NA,147.6719919,NA,NA,90.8463239,NA,NA,120.6776065,NA,NA,144.116991,NA,NA,101.6932483,NA,NA,72.71278271,NA,NA,71.56689205,NA,NA,90.11713093,NA,NA,99.56065587,NA,NA,108.0371388,NA,NA,129.8996398,NA,NA,174.5856497,NA,NA,62.22195004,NA,NA,111.5780858,NA,NA,106.2915212,NA,NA,173.7393674,NA,NA,138.1756249,NA,NA,81.83719356,NA,NA,51.1330345,NA,NA,120.9577021,NA,NA,75.4271656,NA,NA,146.579472,NA,NA,126.6578282,NA,NA,133.544686,NA,NA,55.70125373,NA,NA,162.1058705,NA,NA,159.6858128,NA,NA,194.5403714,NA,NA,143.1540842,NA,NA,127.9453157,NA,NA,139.8861062,NA,NA,149.2694617,NA,NA,59.65214177,NA,NA,92.13443541,NA,NA,99.21443186,NA,NA,178.967621,NA,NA,103.8325547,NA,NA,138.0625503,NA,NA,206.9332701,NA,NA,197.6346279
V17,NA,NA,95.33523512,NA,NA,55.28845094,NA,NA,176.258745,NA,NA,106.1987593,NA,NA,66.19730717,NA,NA,136.5189616,NA,NA,81.67481581,NA,NA,150.875683,NA,NA,89.19630349,NA,NA,93.2874392,NA,NA,130.8036215,NA,NA,235.9059784,NA,NA,58.76336621,NA,NA,0.575660521,NA,NA,74.6243596,NA,NA,119.9699998,NA,NA,129.6550501,NA,NA,171.7640016,NA,NA,129.5792677,NA,NA,31.94542635,NA,NA,98.70928803,NA,NA,94.40702747,NA,NA,164.3749178,NA,NA,143.1754691,NA,NA,123.1969202,NA,NA,186.018361,NA,NA,90.06225244,NA,NA,98.94493955,NA,NA,101.1495878,NA,NA,94.32870567,NA,NA,125.8274473,NA,NA,153.9544232,NA,NA,3.351773976,NA,NA,137.3809618,NA,NA,129.8050802,NA,NA,2.972867545,NA,NA,117.4061804,NA,NA,49.59362529,NA,NA,74.80487739,NA,NA,139.7854437,NA,NA,122.5442351,NA,NA,168.9562265,NA,NA,123.5151777,NA,NA,151.5101175,NA,NA,186.2918864,NA,NA,131.8886077,NA,NA,152.0313646,NA,NA,211.675167
V18,NA,NA,76.75506161,NA,NA,65.09859843,NA,NA,96.66103392,NA,NA,57.65230126,NA,NA,79.27088655,NA,NA,93.26077392,NA,NA,64.92845803,NA,NA,80.44778964,NA,NA,107.0342509,NA,NA,72.81151794,NA,NA,96.89516816,NA,NA,43.7245787,NA,NA,99.60716884,NA,NA,118.4892565,NA,NA,122.7999345,NA,NA,100.6469646,NA,NA,122.2814063,NA,NA,96.38951112,NA,NA,108.1077155,NA,NA,109.8701131,NA,NA,143.0078335,NA,NA,140.1147153,NA,NA,120.5342896,NA,NA,130.3249497,NA,NA,122.7199977,NA,NA,114.0627441,NA,NA,88.21249868,NA,NA,82.64914514,NA,NA,87.98116087,NA,NA,132.9834156,NA,NA,149.1244634,NA,NA,67.70762288,NA,NA,210.2824264,NA,NA,129.8354981,NA,NA,130.271255,NA,NA,90.14823578,NA,NA,157.1632733,NA,NA,136.4390333,NA,NA,85.92000115,NA,NA,156.1951113,NA,NA,143.4299636,NA,NA,230.8321734,NA,NA,157.7631905,NA,NA,82.57196994,NA,NA,178.4706075,NA,NA,119.9197176,NA,NA,133.7361549,NA,NA,155.0599596
V19,NA,NA,52.62041507,NA,NA,129.1529071,NA,NA,93.32787317,NA,NA,110.6382433,NA,NA,83.93212821,NA,NA,129.958392,NA,NA,80.25854643,NA,NA,72.28026774,NA,NA,179.2307428,NA,NA,96.20832652,NA,NA,73.2315156,NA,NA,95.79682774,NA,NA,85.21685434,NA,NA,189.9552221,NA,NA,111.43511,NA,NA,97.75001312,NA,NA,169.7490959,NA,NA,55.54246115,NA,NA,105.3513433,NA,NA,27.44412599,NA,NA,156.6807884,NA,NA,83.49270377,NA,NA,176.1828802,NA,NA,29.70601272,NA,NA,109.1769589,NA,NA,59.55998033,NA,NA,98.29052432,NA,NA,113.4038997,NA,NA,59.9300108,NA,NA,178.0563977,NA,NA,111.1583397,NA,NA,202.8388793,NA,NA,131.6073948,NA,NA,125.9829234,NA,NA,173.124516,NA,NA,160.8693742,NA,NA,136.646538,NA,NA,31.46321804,NA,NA,4.661598046,NA,NA,144.7634387,NA,NA,96.78347191,NA,NA,116.4177148,NA,NA,132.4136186,NA,NA,201.0056331,NA,NA,188.412947,NA,NA,152.5937335,NA,NA,118.0641537,NA,NA,54.79558398
V20,NA,NA,76.47796567,NA,NA,150.5695569,NA,NA,61.45083846,NA,NA,100.5185036,NA,NA,101.892958,NA,NA,77.3900215,NA,NA,121.0891059,NA,NA,187.3492984,NA,NA,147.1882025,NA,NA,105.4342977,NA,NA,77.33596983,NA,NA,91.03036159,NA,NA,122.8007316,NA,NA,80.60058077,NA,NA,205.5855602,NA,NA,100.0349317,NA,NA,124.2964388,NA,NA,14.35541505,NA,NA,98.80036861,NA,NA,96.08060754,NA,NA,99.38009582,NA,NA,153.1633713,NA,NA,119.3521954,NA,NA,107.7339018,NA,NA,92.09350116,NA,NA,47.38937507,NA,NA,211.5029084,NA,NA,118.1023859,NA,NA,97.01675489,NA,NA,52.5817907,NA,NA,178.7694665,NA,NA,211.277296,NA,NA,81.65012347,NA,NA,114.1397998,NA,NA,215.0201686,NA,NA,178.781657,NA,NA,145.9876357,NA,NA,134.3513285,NA,NA,26.87500069,NA,NA,164.2755086,NA,NA,182.2501523,NA,NA,171.1855333,NA,NA,129.485963,NA,NA,134.8864385,NA,NA,152.1358084,NA,NA,187.2662772,NA,NA,207.7264864,NA,NA,119.1586485
V21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
V22,88.92219525,70.94326083,98.84830524,127.8483272,120.710428,58.0472494,110.1510099,139.2064158,167.4307713,122.0828062,76.38685618,113.7649771,45.03104247,42.89534916,175.1300194,113.7867934,55.80525306,209.7010368,126.4210429,62.63042272,90.88343407,133.7212093,95.63312615,42.4261962,83.04432388,59.20080185,209.2075162,138.1820957,130.6665826,105.8768787,43.33892223,154.8838331,32.99805962,62.43983975,119.7289179,154.5965599,123.2606205,109.2741615,165.0018461,135.9495321,154.8990175,126.8485777,160.3019264,227.8975046,56.84287088,148.0200075,138.8761686,146.9567991,192.7532007,118.3274609,97.03092894,56.82082395,80.6113241,32.44802859,108.833302,96.72011456,91.20812362,101.0012064,68.35724507,56.01746237,170.1070411,154.3360264,72.26965452,117.0618564,102.8828,123.5759198,193.4401167,102.0946438,81.01264143,111.0801999,197.0391859,109.8885266,141.7783361,146.2579024,93.43567041,82.09458975,4.463865157,101.8052811,84.23099303,33.56023177,126.9435672,107.7965692,164.7375485,148.0724968,129.3713061,176.3414998,136.1918773,69.66653778,175.1100827,190.5204575,128.5691317,104.152419,87.1667179,144.7810577,32.13816813,102.8328999,54.11952683,78.00367377,242.9673836,88.42310837,108.5159714,144.3348503,105.9382284,109.8353483,71.83229381,22.99301044,219.0088936,22.32123206,125.094142,94.51776955,88.19531092,107.1312054,123.2918241,175.185769,119.2165309,151.3166327,70.38542629,121.7711344,179.3331803,139.4654364,123.9351406,85.69706421,219.9853367,105.9224416,102.7360846,101.5459141,146.2410115,143.8080026,130.459114,151.5274415,124.4652166,101.2461057,115.0729194,221.2409485,192.4884472,150.1314081,116.0425724,125.2268639,161.9850463,101.9779545,118.8132715,191.9193699,203.6857087,197.3985374
V23,131.0200356,98.29562704,122.5890221,149.5703442,114.7296309,39.25527206,74.52544935,84.58955346,128.4591428,112.7930682,97.06890613,105.2250185,106.8132612,54.66428445,53.12287021,95.61268063,32.72822591,100.9862,38.08251524,73.40021858,127.3025908,85.2249542,32.70694738,79.2797534,131.4695821,38.71497204,90.78406784,83.05739409,108.7014219,113.6867087,78.12992539,86.92418133,97.38493846,178.7876917,146.729162,186.9316958,97.39504273,132.5158629,105.4820221,89.37268478,161.2436018,136.3110056,125.8079062,98.53752305,149.5628651,155.7506202,137.1389795,148.9990457,188.0885236,171.5129161,100.0347792,129.4380572,101.0227512,125.2045513,83.27374441,51.45640616,98.54171873,74.69538529,130.157472,41.52850507,222.8215853,93.51494437,119.9791289,114.9678855,121.8848489,154.0022194,155.7623169,128.2920442,66.94200599,96.30500143,252.6554469,146.9535872,111.9039513,155.0435059,120.2775986,103.3121438,172.8105417,102.2083158,79.13550034,109.5722115,117.4173795,122.6189909,119.9807164,134.8547103,87.98496788,136.8835295,158.1068256,118.4386022,160.189685,199.3405358,113.1670789,107.7735797,128.5835411,83.98560111,154.1682804,42.63996717,149.2191721,15.58011382,91.01241025,77.37921907,143.8212071,102.9599518,181.0918332,81.53618655,81.84355109,30.42339486,168.6561373,73.99980836,133.2222413,119.2742535,92.18271039,143.0900894,74.20030325,112.5889912,208.9721431,24.7895965,156.7069831,127.5779603,129.9023883,173.511029,102.3110869,120.5243512,95.84261216,102.0123897,144.4874618,118.515017,122.0202936,180.5209866,165.7022976,38.32078808,120.4172695,31.55201564,52.57218585,122.1509631,213.6930676,108.9803726,142.8241268,156.4324266,194.3280705,77.44598171,171.100147,164.8147322,191.1845028,232.250388
V24,81.85559732,121.4698473,88.24465188,89.26409911,77.4898859,67.37933824,100.9706578,209.90908,46.87316548,94.56585124,78.23867905,134.8920723,46.87025393,155.4733644,107.3034163,134.660939,61.7473789,121.2905703,68.31588461,70.82275583,90.20960686,121.9615804,122.4948339,160.8092957,69.36559795,83.0448798,1.759190116,78.46665045,80.94930169,110.1911682,93.56240874,23.84502966,88.2363485,162.7731566,134.7032568,119.3055845,128.079543,144.8194451,133.3784152,131.5889681,114.0720425,38.18479674,130.7302368,151.6063581,112.2167953,188.8456364,116.7449217,120.0312172,153.0720788,121.1664336,108.3922006,131.575056,150.4341162,197.3475579,102.833578,89.00863584,101.79894,104.6654721,127.7824959,73.39686283,189.355424,145.4923083,48.17982703,111.8510628,72.8715932,133.8027461,214.6404596,108.8556283,125.1118553,102.8333449,93.13001779,123.4518631,116.2003456,144.9196956,132.8371651,99.64106077,134.7995728,132.2527903,56.0400755,184.8719062,150.0045997,152.2338324,160.1335989,128.6688504,138.8377434,91.28243065,82.28759569,208.2570702,91.36923075,61.58734536,100.3926406,96.17182592,138.1516937,112.0985935,137.6210185,106.292734,125.1432432,150.2863395,90.8315008,87.10773067,90.20673415,105.7750203,131.2132821,135.3556385,64.9220169,66.30231923,33.7855872,82.54600217,107.6151044,143.886627,118.2159181,161.4527641,130.4065569,160.335454,66.12899278,95.82546769,23.74223114,182.7497707,125.8350561,118.6296325,192.5794107,163.0867621,134.7517487,152.7198892,140.4548938,135.9397703,102.8311626,156.4360502,120.200868,103.6279211,163.2936158,146.0991735,103.8448489,158.8959466,142.8617944,137.6464634,143.9569085,144.2986376,118.574741,129.0686335,109.779657,109.1010966,126.5284463,49.05925661
V25,81.02337218,89.10208904,80.07050394,81.94583565,53.41454215,141.5317532,74.13209444,114.1872411,13.43775718,125.5056944,138.2683662,82.52490276,100.2554337,164.0289175,65.85848166,217.386704,116.9947809,74.65606008,105.8897564,122.5215639,102.0689229,99.13956702,81.44166127,160.2879737,97.99528072,72.8892064,160.8283889,115.9827957,119.9876148,113.2166716,154.0411375,72.89832642,129.8187567,54.49115012,200.2596942,145.7263731,122.8950386,173.3752002,107.8128598,122.8095281,121.1940505,204.9971076,142.1474921,122.8467726,106.5156786,126.8631544,147.0978906,160.4607483,167.2628183,112.3918255,132.479585,175.8669038,123.0664866,179.4090299,81.86348116,110.1832878,126.0949383,112.3261823,51.34936216,96.3716012,70.00722982,10.00772855,83.92834143,129.6082437,88.36287608,115.9748355,172.5455834,168.2726725,120.1418249,93.46267188,136.7166665,122.0961264,148.1208387,136.8109898,145.8545496,111.0535444,171.8477786,79.58903225,67.74465765,103.1202548,66.45867511,137.2896789,174.4858969,121.3640968,188.562993,108.6231066,83.49839972,164.5242394,150.8021311,164.6575316,93.40541528,132.061075,67.59441361,37.73684097,95.95667966,43.13352967,13.12248964,42.14535567,88.78290294,140.0223525,115.326475,142.8079253,98.24876945,134.1779962,91.96328737,96.30117347,68.43071467,98.72489267,157.96164,110.3450663,122.550167,115.336573,72.40919552,181.9068585,11.77183855,210.8819983,205.9150113,141.295287,169.9205896,177.4915479,200.1750855,115.8251118,147.2806286,191.4150058,239.7275131,188.3670096,174.6424839,136.447282,114.3186536,116.3023086,182.5879672,185.6707078,189.6786047,168.2476619,101.552909,142.2453552,142.7263865,140.1111297,71.59780841,107.4446495,127.3815291,210.952132,176.9790178,144.1322662
V26,112.7657783,85.22285193,94.60660916,111.3834117,96.88917057,75.76802268,123.9185208,46.80682521,114.1845642,140.9909874,65.39771731,76.38687096,37.78760178,97.04851883,65.04172877,156.5578126,133.5571982,189.5500952,92.58885336,91.88409541,79.09346568,102.2991616,102.0053816,133.2996233,79.22726465,69.99587404,63.30574757,139.1671339,139.3384256,148.9656224,145.9132229,157.6468822,98.83674955,74.3666295,164.4211115,184.0957234,151.7170869,148.9904699,117.1767373,103.4144728,192.1749638,121.0755945,115.2723119,177.9929786,225.0855583,118.2421884,147.0487895,125.6512128,139.7921568,208.5613001,76.02659358,112.9314218,84.70785057,16.56497655,94.01220408,93.7776541,113.0510843,16.55563741,173.6931655,142.5317362,163.3092949,187.9649815,113.1698458,102.8017429,98.08632774,132.9856862,162.8056627,125.5048099,121.4775225,107.901354,103.7377191,136.7762223,144.4134528,106.9165944,107.1632148,156.7919103,170.1164647,98.89523216,134.9879267,67.09732802,130.7919781,136.3214823,137.8904178,134.9843078,68.63044667,110.4384523,126.7245485,12.56162773,68.77051484,78.42265072,82.85720135,108.156584,59.5233054,192.4989739,69.59880437,87.52644116,180.077809,242.5620048,90.1789776,118.5995444,130.4859474,78.34334533,126.5050927,50.86849897,92.95284614,124.5594882,73.27148316,87.99421895,89.93038896,131.3732269,118.3656422,63.68160246,138.2716503,90.54976772,181.1409356,18.86671807,127.9454903,144.199912,141.5286461,125.3975412,146.8276555,103.8837321,221.2694238,170.0724145,156.6878323,32.15969417,107.5093502,157.9874603,126.4287659,172.1660402,95.63959199,103.1519501,123.8537958,220.489311,57.0426665,115.7150969,157.0075304,140.737804,186.7823864,91.92607116,158.6463831,157.3942975,144.0777453,102.3643533
V27,NA,92.9896699,113.4395769,NA,89.29006368,133.7024173,NA,45.64737081,94.42947089,NA,119.0750903,120.9488006,NA,71.22603184,126.3264717,NA,122.1990487,137.0450359,NA,83.6844279,103.5146151,NA,96.12732151,87.13926252,NA,27.34281501,25.35002894,NA,121.7974894,108.5571667,NA,96.65485519,183.6227543,NA,157.0295298,95.66937592,NA,112.4734386,111.5645654,NA,158.4062395,167.1423165,NA,40.28087781,225.6914599,NA,161.5909285,141.1867075,NA,50.712275,154.7041266,NA,131.288509,169.4581819,NA,49.34309133,113.2573055,NA,165.0142771,104.5017981,NA,23.99892418,160.4419019,NA,147.4664416,125.134258,NA,172.2902667,169.9749678,NA,133.4516509,116.8366481,NA,139.4386322,142.6943588,NA,100.2820219,94.25480322,NA,142.0519943,139.0475504,NA,124.8907438,136.4904349,NA,136.5417904,183.5358726,NA,121.9621059,212.0924707,NA,108.8285215,91.36952068,NA,29.335989,62.69816175,NA,6.983589967,155.4836225,NA,123.2297916,75.34182825,NA,86.86555737,78.55025055,NA,109.205115,145.7227641,NA,65.05054459,113.7710226,NA,101.1160772,147.5125038,NA,159.766357,106.1726926,NA,119.5565195,106.5831948,NA,123.6833828,108.9876305,NA,150.2550528,149.7206871,NA,148.1058411,135.5480295,NA,190.2995054,145.1338834,NA,64.8424177,150.1145354,NA,114.4752651,155.2035383,NA,106.9316093,137.8297637,NA,40.30535936,157.9460026
V28,NA,83.56583387,109.2679426,NA,174.4145824,76.55289995,NA,126.1398012,48.06369017,NA,127.2556955,127.14998,NA,100.5319035,122.8994651,NA,51.45112119,90.88443568,NA,124.9203496,106.1244175,NA,169.6437007,51.70930528,NA,6.466656532,67.61368643,NA,120.1172325,145.341949,NA,113.1199181,103.3913489,NA,145.2547413,199.9153514,NA,133.8077113,153.9326709,NA,125.7502446,143.3893537,NA,127.4296931,132.3636016,NA,152.5844904,140.714185,NA,83.15764383,61.63422227,NA,111.2350102,116.5477575,NA,108.0440899,102.9786137,NA,80.07803575,79.31162931,NA,145.0634344,31.24749811,NA,119.5181456,141.3182902,NA,141.1126487,137.1484434,NA,231.446681,85.08242914,NA,125.4702499,116.1064455,NA,60.71469815,129.4880114,NA,114.9715537,72.3642427,NA,146.97875,140.1221469,NA,193.5793509,191.7159507,NA,81.51865623,148.9229797,NA,76.4826874,74.60631246,NA,94.22048024,138.2500313,NA,103.9877074,121.9909163,NA,112.8856104,57.01079371,NA,114.4974889,52.72535303,NA,96.80389841,136.9891856,NA,108.6465414,155.6341935,NA,88.80716597,60.02998291,NA,161.3893143,32.98110689,NA,161.8353649,131.8778425,NA,157.2234221,166.2943631,NA,64.38255914,138.8761932,NA,114.3527522,144.9034354,NA,195.5602734,70.09119166,NA,240.4861754,200.8209497,NA,180.5151237,121.3099719,NA,105.3053374,96.28615103,NA,206.6038492,150.2254071
V29,NA,119.8492208,98.80009965,NA,95.15578787,58.60851371,NA,145.7256181,166.9890202,NA,65.92339609,110.8001385,NA,236.6155784,108.8342647,NA,49.11194368,68.57284615,NA,87.14306455,100.6658468,NA,111.2446629,29.36868872,NA,129.3819896,98.42544548,NA,118.1511465,135.299465,NA,136.4398165,93.25965093,NA,101.8414025,135.3108949,NA,139.5220678,130.6185968,NA,205.5352423,92.91651827,NA,230.1960462,129.363189,NA,125.1036827,155.4049219,NA,133.3755237,92.60537554,NA,228.9724473,138.1822126,NA,125.6130151,105.8841548,NA,193.000425,142.2029827,NA,78.1132553,92.48008377,NA,109.8332505,121.9794865,NA,83.55265334,137.1544185,NA,190.1527995,125.1632238,NA,126.2573347,164.2328779,NA,102.1907271,159.7499999,NA,144.6326585,164.7560791,NA,152.2573658,144.4414118,NA,86.80904938,83.57106213,NA,159.5539181,197.1507833,NA,135.2219315,65.94454864,NA,104.0366901,89.40461792,NA,82.06608763,128.6393438,NA,115.4476872,96.56335465,NA,134.2754492,120.1067125,NA,78.79330338,92.73316015,NA,95.4696678,126.3688399,NA,76.47393877,199.5785283,NA,141.667381,141.6954084,NA,119.8455767,109.9555023,NA,106.6158908,170.7557634,NA,82.27601318,115.0804539,NA,124.693042,132.9295654,NA,168.2881019,148.2702552,NA,163.5850639,165.4644866,NA,137.3690872,106.0857088,NA,95.30356573,124.9564976,NA,113.7242864,179.4359449
V30,NA,100.3102872,100.1639737,NA,41.64435508,108.4403329,NA,27.30010428,122.6671506,NA,94.92549673,104.7481359,NA,95.67821959,159.1228669,NA,94.80163878,88.53372617,NA,59.3583961,93.20294597,NA,104.2481916,147.2063138,NA,148.1103217,154.5197844,NA,103.925418,125.9321095,NA,114.6087458,182.7377105,NA,103.2163892,104.5475237,NA,147.2744928,145.5468772,NA,137.5594846,165.963276,NA,84.9128144,210.5068244,NA,124.3568469,143.6266642,NA,122.8364355,79.03328813,NA,85.4142975,136.2464454,NA,78.9603356,129.7891682,NA,125.402428,83.38511187,NA,124.3754495,146.2752214,NA,109.6979108,116.2390358,NA,72.93091966,68.24189002,NA,142.2839198,114.5747731,NA,140.4676521,117.7668038,NA,31.21379164,138.1178866,NA,124.115059,22.71615543,NA,140.0006218,168.9982722,NA,119.8137826,123.1045518,NA,135.0747119,99.29038964,NA,121.090972,92.13954575,NA,119.3684283,132.5844692,NA,86.82542708,139.1936346,NA,98.3665378,99.17395965,NA,36.85346691,63.53146609,NA,159.3030078,160.5542668,NA,117.4735015,101.0990757,NA,71.10010458,170.9508961,NA,77.84700205,61.00009408,NA,152.9486691,111.3684428,NA,146.3965515,122.5156505,NA,36.95856531,16.6521199,NA,126.6510532,120.9629348,NA,92.86462518,104.6900744,NA,229.993823,127.3709759,NA,183.100863,128.8269712,NA,153.2305719,128.3670972,NA,121.64705,135.07579
